Client ID,Issued on,Paid on,Concept,Sale type,Membership,Subtotal (Excluding taxes),% Taxes,VAT Charged €,Total €,Method of payment
276,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
346,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
287,03/01/2024,03/03/2024,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
390,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
403,03/01/2024,03/03/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
479,03/01/2024,03/03/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
407,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
447,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
452,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
436,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
530,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
511,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
491,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
521,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
529,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
315,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
238,03/01/2024,03/03/2024,Full Open  03/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
95,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
503,03/01/2024,03/03/2024 19:09,Fitness | Descuento Trimestral 01/03/2024,Memberships,Fitness  Descuento Trimestral,272.73,21.00%,57.27,330,Pay with RedSys POS
516,03/01/2024,03/03/2024 19:12,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Pay with RedSys POS
208,03/01/2024,03/03/2024 19:42,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Card payment
391,03/01/2024,03/03/2024 19:43,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Cash payment
80,03/01/2024,03/03/2024 19:43,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
47,03/01/2024,03/03/2024 19:43,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
508,03/01/2024,03/03/2024 19:44,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
311,03/01/2024,03/03/2024 19:45,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
515,03/01/2024,03/04/2024 00:29,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
427,03/01/2024,03/04/2024 10:14,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
77,03/01/2024,03/04/2024 10:54,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Pay with RedSys POS
485,03/01/2024,03/04/2024 13:18,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
486,03/01/2024,03/04/2024 13:24,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Card payment
544,03/01/2024,03/04/2024 13:31,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
375,05/29/2023,03/04/2024 18:40,Vitamin 5/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
553,03/01/2024,03/04/2024 19:28,Vitamin | Descuento Trimestral 04/03/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Card payment
375,03/04/2024,03/04/2024 19:36,Vitamin,Other,,85,0.00%,0,85,Card payment
464,03/05/2024,03/05/2024 09:15,Bonus,Memberships,Bonus,115.7,21.00%,24.3,140,Card payment
554,03/05/2024,03/05/2024 18:26,Vitamin | Descuento Trimestral 05/03/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Card payment
555,03/05/2024,03/05/2024 20:41,Vitamin 3/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
556,03/05/2024,03/05/2024 20:45,Vitamin 3/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
548,02/23/2024,03/06/2024 15:51,Vitamin + Matrícula,Other,,125,0.00%,0,125,Card payment
372,03/07/2024,03/07/2024 11:12,Morning Fitness 3/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Pay with RedSys POS
289,03/01/2024,03/08/2024,MORNING FITNESS XL 3/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
557,03/11/2024,03/09/2024 11:25,Morning Xl Trimestral 3/2024,Memberships,Morning Xl Trimestral,137.55,21.00%,28.89,166.44,Card payment
324,03/11/2024,03/09/2024 11:27,Morning Xl Trimestral 3/2024,Memberships,Morning Xl Trimestral,137.55,21.00%,28.89,166.44,Card payment
289,03/01/2024,03/09/2024 20:34,Fitness 3/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
546,03/01/2024,03/12/2024 08:31,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Cash payment
558,03/12/2024,03/12/2024 11:09,Morning Fitness 3/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Card payment
560,03/12/2024,03/13/2024 07:59,Vitamin 3/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
510,03/13/2024,03/13/2024 17:29,Bonus,Other,,140,0.00%,0,140,Card payment
324,03/13/2024,03/13/2024 18:10,Fitness | Descuento Trimestral 3/2024,Memberships,Fitness  Descuento Trimestral,272.73,21.00%,57.27,330,Card payment
510,03/17/2024,03/17/2024 16:12,Bonus 3/2024,Memberships,Bonus,115.7,21.00%,24.3,140,Card payment
561,03/18/2024,03/18/2024 18:48,Vitamin 3/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Cash payment
326,03/01/2024,03/21/2024 09:41,Fitness 03/2024,Memberships,Fitness,38.39,21.00%,8.06,46.45,Cash payment
562,03/21/2024,03/21/2024 10:16,Morning Xl Trimestral 3/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Card payment
281,03/21/2024,03/21/2024 17:10,PRUEBA,Other,,1,0.00%,0,1,Cash payment
281,03/21/2024,03/21/2024 17:11,Fitness 3/2024,Memberships,Fitness,3.31,21.00%,0.69,4,Cash payment
507,03/01/2024,03/21/2024 17:16,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
546,03/22/2024,03/22/2024 15:23,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
506,04/01/2024,03/24/2024 17:44,Vitamin | Descuento Trimestral 4/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Card payment
555,03/25/2024,03/25/2024 19:20,Vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Cash payment
563,05/03/2024,03/25/2024 20:00,MORNING FITNESS XL 5/2024,Memberships,MORNING FITNESS XL,136.08,21.00%,28.58,164.66,Card payment
563,04/02/2024,03/25/2024 20:00,Healthy 4/2024,Memberships,Healthy,75.21,21.00%,15.79,91,Card payment
453,03/26/2024,03/26/2024 08:00,Fitness 3/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
404,01/01/2024,03/29/2024,Healthy 01/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
480,03/30/2024,03/30/2024 18:12,Healthy(bizum),Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
305,03/01/2024,03/31/2024,MORNING FITNESS XL 3/2024 - 3/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
548,03/01/2024,03/31/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
435,03/01/2024,03/31/2024,Full Open  03/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
416,03/01/2024,03/31/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
271,04/01/2024,03/31/2024,Fitness 4/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
201,03/31/2024,03/31/2024,morning Xl,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
305,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
304,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
53,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
311,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
359,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
390,03/31/2024,03/31/2024,MORNING XL,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
47,03/31/2024,03/31/2024,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
289,03/31/2024,03/31/2024,FITNESS,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
119,03/31/2024,03/31/2024,FITNESS,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
80,04/01/2024,03/31/2024,Vitamin | Descuento Trimestral 4/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Direct debit
258,04/01/2024,03/31/2024,Morning Xl Trimestral 4/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Direct debit
328,04/01/2024,03/31/2024,Morning fitness Trimestral 4/2024,Memberships,Morning fitness Trimestral,145.04,21.00%,30.46,175.5,Direct debit
487,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
246,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
230,03/31/2024,03/31/2024,HEALTHY,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
340,03/31/2024,03/31/2024,FITNESS,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
501,03/31/2024,03/31/2024,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
435,03/31/2024,03/31/2024,FULL OPEN,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
91,03/31/2024,03/31/2024,FULL OPEN,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
117,03/31/2024,03/31/2024,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
213,03/31/2024,03/31/2024,HEALTHY,Memberships,Healthy,74.38,21.00%,15.62,90,Direct debit
474,03/31/2024,03/31/2024,OPEN BOX,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
502,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
297,03/31/2024,03/31/2024,morning fitness,Memberships,Morning Fitness,52.07,21.00%,10.93,63,Direct debit
105,03/31/2024,03/31/2024,full open,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
50,03/31/2024,03/31/2024,full open,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
252,03/31/2024,03/31/2024,fitness,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
37,03/31/2024,03/31/2024,full open,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
164,03/31/2024,03/31/2024,full open,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
437,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,66.74,21.00%,14.01,80.75,Direct debit
163,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
303,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
294,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
355,03/31/2024,03/31/2024,morning fitness,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
106,03/31/2024,03/31/2024,full open,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
548,04/01/2024,03/31/2024,MORNING FITNESS XL 4/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
401,03/31/2024,03/31/2024,fitness,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
240,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
439,03/31/2024,03/31/2024 12:07,HEALTHY,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
404,03/31/2024,03/31/2024 12:08,HEALTHY,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
409,04/01/2024,03/31/2024,Vitamin 4/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
415,03/31/2024,03/31/2024 12:09,HEALTHY,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
542,03/31/2024,03/31/2024,morning xl,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
427,03/31/2024,03/31/2024 12:09,HEALTHY,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
393,03/31/2024,03/31/2024,fitness,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
167,03/31/2024,03/31/2024,light,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
266,03/31/2024,03/31/2024,fitness,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
316,04/01/2024,03/31/2024 12:15,Morning Xl Trimestral 4/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Cash payment
366,03/31/2024,03/31/2024,Fitness,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
339,04/01/2024,03/31/2024 12:15,Morning Xl Trimestral 4/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Cash payment
183,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
65,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
345,04/01/2024,03/31/2024 12:19,Morning Xl Trimestral 4/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Cash payment
363,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
351,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
312,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
429,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
314,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
89,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
241,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
229,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
342,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
410,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
438,03/31/2024,03/31/2024,healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
257,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
479,04/01/2024,03/31/2024,Fitness 4/2024 - 4/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
511,03/31/2024,03/31/2024,Vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
205,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
409,02/01/2024,03/31/2024,Light  02/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
254,03/31/2024,03/31/2024,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
301,04/01/2024,04/01/2024,Healthy 4/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
192,04/01/2024,04/01/2024 13:03,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
63,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
101,04/01/2024,04/01/2024,Healthy 04/2024 (Familiares directos),Memberships,Healthy,74.38,21.00%,15.62,90,Direct debit
493,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
148,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
,04/01/2024,04/01/2024,Morning Fitness 04/2024 (FCSE,,,,,,,
408,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
375,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
307,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
470,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
530,04/01/2024,04/01/2024,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
396,04/01/2024,04/01/2024,Open Box  04/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
471,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
149,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
333,04/01/2024,04/01/2024,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
403,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
284,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
527,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
250,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
426,04/01/2024,04/01/2024,Light  04/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
327,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
249,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
275,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
378,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
179,04/01/2024,04/01/2024,Light  04/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
494,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
256,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
526,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
452,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
193,04/01/2024,04/01/2024,Open Box  04/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
181,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
521,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
313,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
277,04/01/2024,04/01/2024,Fitness 04/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
450,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
174,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
276,04/01/2024,04/01/2024,Morning Fitness 04/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
151,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
381,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
9,04/01/2024,04/01/2024,Fitness 04/2024 (Familiares directos),Memberships,Fitness,89.26,21.00%,18.74,108,Direct debit
147,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
95,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
478,04/01/2024,04/01/2024,Fitness 04/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
168,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
353,04/01/2024,04/01/2024,Light  04/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
436,04/01/2024,04/01/2024,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
186,04/01/2024,04/01/2024,Light  04/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
356,04/01/2024,04/01/2024,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
416,04/01/2024,04/01/2024,Fitness 04/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
253,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
346,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
269,04/01/2024,04/01/2024,Healthy 04/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
428,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
190,04/01/2024,04/01/2024 15:53,Morning Xl Trimestral 4/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Cash payment
543,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
443,04/01/2024,04/01/2024,Vitamin  04/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
373,04/01/2024,04/01/2024 18:30,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
348,04/01/2024,04/01/2024 18:57,Morning Xl Trimestral  04/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Cash payment
347,04/01/2024,04/02/2024 09:26,MORNING FITNESS XL  04/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Cash payment
562,04/01/2024,04/02/2024 10:02,Morning Xl Trimestral  04/2024,Memberships,Morning Xl Trimestral,0,21.00%,0,0,Cash payment
